created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2026-07-23T10:30:33+00:00,582,46.1,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:30:55+00:00,583,53,28.2,30.3,6.3,2.4,10.3,9.6,,,,
2026-07-23T10:31:16+00:00,584,53.9,28.2,30.2,6.4,2.4,10.2,9.5,,,,
2026-07-23T10:31:38+00:00,585,50.1,28.3,30,6.4,2.4,10.1,9.4,,,,
2026-07-23T10:31:59+00:00,586,50.5,28.2,29.9,6.4,2.3,10.1,9.4,,,,
2026-07-23T10:32:22+00:00,587,49.9,28.2,29.7,6.4,2.3,10,9.3,,,,
2026-07-23T10:32:44+00:00,588,50.1,28.2,29.6,6.5,2.3,9.9,9.2,,,,
2026-07-23T10:33:06+00:00,589,52.4,28.2,29.6,6.5,2.3,9.9,9.2,,,,
2026-07-23T10:33:29+00:00,590,49.9,28.2,29.5,6.5,2.3,9.9,9.2,,,,
2026-07-23T10:33:52+00:00,591,54.5,28.3,29.5,7.1,2.3,9.9,9.2,,,,
2026-07-23T10:34:14+00:00,592,50.5,28.4,31.5,7.9,2.7,10.9,10.1,,,,
2026-07-23T10:34:36+00:00,593,50.5,28.4,31.5,7.4,2.7,10.9,10.1,,,,
2026-07-23T10:34:58+00:00,594,50.5,28.4,31.5,7.2,2.7,10.9,10.1,,,,
2026-07-23T10:35:19+00:00,595,50.5,28.4,31.5,7,2.7,10.9,10.1,,,,
2026-07-23T10:35:41+00:00,596,54.9,28.4,31.5,6.9,2.7,10.9,10.1,,,,
2026-07-23T10:36:03+00:00,597,52.6,28.4,31.4,6.8,2.7,10.8,10.1,,,,
2026-07-23T10:36:24+00:00,598,52.8,28.4,31.5,6.7,2.7,10.9,10.1,,,,
2026-07-23T10:36:46+00:00,599,51.6,28.4,31.5,6.6,2.7,10.9,10.1,,,,
2026-07-23T10:37:07+00:00,600,49.9,28.4,31.5,6.5,2.7,10.9,10.1,,,,
2026-07-23T10:37:29+00:00,601,49.9,28.4,31.5,6.5,2.7,10.9,10.1,,,,
2026-07-23T10:37:51+00:00,602,51.4,28.4,31.5,6.4,2.7,10.9,10.1,,,,
2026-07-23T10:38:13+00:00,603,50.5,28.4,31.5,6.4,2.7,10.9,10.1,,,,
2026-07-23T10:38:34+00:00,604,54.5,28.4,31.5,6.3,2.7,10.9,10.1,,,,
2026-07-23T10:38:56+00:00,605,51.6,28.4,31.5,6.3,2.7,10.9,10.1,,,,
2026-07-23T10:39:19+00:00,606,50.5,28.4,31.5,6.3,2.7,10.9,10.1,,,,
2026-07-23T10:39:41+00:00,607,49.7,28.4,31.5,6.2,2.7,10.9,10.1,,,,
2026-07-23T10:40:03+00:00,608,50.1,28.4,31.5,6.2,2.7,10.9,10.1,,,,
2026-07-23T10:40:24+00:00,609,55.3,28.4,31.5,6.2,2.7,10.9,10.1,,,,
2026-07-23T10:40:46+00:00,610,53,28.4,31.5,6.2,2.7,10.9,10.1,,,,
2026-07-23T10:41:08+00:00,611,51.4,28.4,31.5,6.2,2.7,10.9,10.1,,,,
2026-07-23T10:41:30+00:00,612,50.1,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:41:51+00:00,613,53.7,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:42:13+00:00,614,50.3,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:42:35+00:00,615,50.5,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:42:56+00:00,616,52.6,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:43:18+00:00,617,50.5,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:43:40+00:00,618,50.7,28.4,31.5,6.1,2.7,10.9,10.1,,,,
2026-07-23T10:44:01+00:00,619,50.1,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:44:23+00:00,620,52,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:44:46+00:00,621,51.4,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:45:07+00:00,622,50.5,28.2,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:45:29+00:00,623,50.5,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:45:51+00:00,624,54.5,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:46:13+00:00,625,49.8,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:46:34+00:00,626,52.6,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:46:57+00:00,627,50.5,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:47:18+00:00,628,50.5,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:47:40+00:00,629,53.9,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:48:02+00:00,630,50.1,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:48:24+00:00,631,53.9,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:48:46+00:00,632,53.7,28.4,31.5,6,2.7,10.9,10.1,,,,
2026-07-23T10:49:08+00:00,633,51.4,28.4,31.6,6,2.7,10.9,10.2,,,,
2026-07-23T10:49:29+00:00,634,50.1,28.4,31.6,6,2.7,10.9,10.2,,,,
2026-07-23T10:49:51+00:00,635,50.5,28.4,31.6,6,2.7,10.9,10.2,,,,
2026-07-23T10:50:12+00:00,636,50.1,28.4,31.6,6,2.7,10.9,10.2,,,,
2026-07-23T10:50:34+00:00,637,52.6,28.4,31.6,5.9,2.7,10.9,10.2,,,,
2026-07-23T10:50:55+00:00,638,53,28.4,31.6,5.9,2.7,10.9,10.2,,,,
2026-07-23T10:51:17+00:00,639,55.5,28.4,35.6,5.9,3.5,12.8,12.1,,,,
2026-07-23T10:51:39+00:00,640,50.5,28.4,35.4,6,3.5,12.7,12,,,,
2026-07-23T10:52:00+00:00,641,50.5,28.4,35.3,5.7,3.5,12.7,12,,,,
2026-07-23T10:52:22+00:00,642,53.9,28.4,35.2,5.8,3.5,12.7,11.9,,,,
2026-07-23T10:52:44+00:00,643,51.4,28.4,35.1,5.9,3.4,12.6,11.9,,,,
2026-07-23T10:53:06+00:00,644,50.5,28.4,35.1,5.9,3.4,12.6,11.9,,,,
2026-07-23T10:53:31+00:00,645,55.3,28.4,35,5.9,3.4,12.6,11.8,,,,
2026-07-23T10:53:53+00:00,646,50.5,28.4,35,5.8,3.4,12.6,11.8,,,,
2026-07-23T10:54:14+00:00,647,53.9,28.4,35,5.8,3.4,12.6,11.8,,,,
2026-07-23T10:54:36+00:00,648,53,28.4,35,5.9,3.4,12.6,11.8,,,,
2026-07-23T10:54:58+00:00,649,50.5,28.4,35,5.9,3.4,12.6,11.8,,,,
2026-07-23T10:55:19+00:00,650,50.5,28.4,35,5.8,3.4,12.6,11.8,,,,
2026-07-23T10:55:42+00:00,651,55.3,28.4,35,5.8,3.4,12.6,11.8,,,,
2026-07-23T10:56:04+00:00,652,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:56:25+00:00,653,55.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:56:47+00:00,654,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:57:08+00:00,655,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:57:30+00:00,656,54.1,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:57:51+00:00,657,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:58:13+00:00,658,53.9,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:58:35+00:00,659,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:58:56+00:00,660,54.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:59:18+00:00,661,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T10:59:40+00:00,662,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:00:01+00:00,663,51.6,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:00:23+00:00,664,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:01:09+00:00,665,54.7,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:01:32+00:00,666,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:01:53+00:00,667,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:02:15+00:00,668,50.5,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:02:36+00:00,669,53.9,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:02:58+00:00,670,53.9,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:03:20+00:00,671,51.4,28.4,34.9,5.8,3.4,12.5,11.8,,,,
2026-07-23T11:03:41+00:00,672,53.9,28.4,34.9,5.9,3.4,12.5,11.8,,,,
2026-07-23T11:04:03+00:00,673,50.3,28.4,34.9,5.9,3.4,12.5,11.8,,,,
2026-07-23T11:04:24+00:00,674,55.3,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:04:47+00:00,675,51.4,28.4,34.9,6,3.4,12.5,11.8,,,,
2026-07-23T11:05:08+00:00,676,51.4,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:05:30+00:00,677,53.9,28.4,34.9,6,3.4,12.5,11.8,,,,
2026-07-23T11:05:51+00:00,678,53.9,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:06:13+00:00,679,51.4,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:06:35+00:00,680,50.5,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:06:57+00:00,681,50.5,28.4,34.9,6,3.4,12.5,11.8,,,,
2026-07-23T11:07:18+00:00,682,53.9,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:07:40+00:00,683,50.5,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:08:02+00:00,684,50.5,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:08:23+00:00,685,51.4,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:08:45+00:00,686,54.9,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:09:07+00:00,687,55.3,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:09:28+00:00,688,51.4,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:09:50+00:00,689,50.5,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:10:12+00:00,690,52.6,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:10:33+00:00,691,51.6,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:10:55+00:00,692,51.6,28.4,35,6,3.4,12.6,11.8,,,,
2026-07-23T11:11:17+00:00,693,52.2,28.3,34.9,6,3.4,12.5,11.8,,,,
2026-07-23T11:11:39+00:00,694,55.5,28.4,40.5,5.9,4.6,15.2,14.5,,,,
2026-07-23T11:12:00+00:00,695,56.2,28.4,40.2,6,4.5,15.1,14.4,,,,
2026-07-23T11:12:47+00:00,696,54.5,28.4,39.8,6,4.4,14.9,14.2,,,,
2026-07-23T11:13:09+00:00,697,54.7,28.4,39.7,6,4.4,14.8,14.1,,,,
2026-07-23T11:13:30+00:00,698,53,28.4,39.6,6,4.4,14.8,14.1,,,,
2026-07-23T11:13:52+00:00,699,57.4,28.4,40.9,7.9,4.6,15.4,14.7,,,,
2026-07-23T11:14:14+00:00,700,58,28.4,40.9,7.8,4.6,15.4,14.7,,,,
2026-07-23T11:14:36+00:00,701,57,28.4,40.8,7.3,4.6,15.4,14.7,,,,
2026-07-23T11:14:58+00:00,702,57.6,28.4,40.8,7.1,4.6,15.4,14.7,,,,
2026-07-23T11:15:19+00:00,703,56.2,28.4,40.8,7,4.6,15.4,14.7,,,,
2026-07-23T11:15:41+00:00,704,57,28.4,40.8,6.8,4.6,15.4,14.7,,,,
2026-07-23T11:16:03+00:00,705,55.5,28.4,40.8,6.7,4.6,15.4,14.7,,,,
2026-07-23T11:16:25+00:00,706,58.9,28.4,40.8,6.6,4.6,15.4,14.7,,,,
2026-07-23T11:16:46+00:00,707,57.2,28.4,40.8,6.5,4.6,15.4,14.7,,,,
2026-07-23T11:17:08+00:00,708,56.2,28.4,40.8,6.5,4.6,15.4,14.7,,,,
2026-07-23T11:17:30+00:00,709,57.2,28.4,40.8,6.4,4.6,15.4,14.7,,,,
2026-07-23T11:17:51+00:00,710,56.2,28.4,40.8,6.4,4.6,15.4,14.7,,,,
2026-07-23T11:18:13+00:00,711,55.5,28.4,40.8,6.3,4.6,15.4,14.7,,,,
2026-07-23T11:18:35+00:00,712,55.1,28.4,40.8,6.3,4.6,15.4,14.7,,,,
2026-07-23T11:18:57+00:00,713,56.6,28.4,40.8,6.3,4.6,15.4,14.7,,,,
2026-07-23T11:19:18+00:00,714,57.2,28.4,40.8,6.3,4.6,15.4,14.7,,,,
2026-07-23T11:19:40+00:00,715,58.7,28.4,40.9,6.3,4.6,15.4,14.7,,,,
2026-07-23T11:20:02+00:00,716,55.5,28.4,40.8,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:20:24+00:00,717,54.5,28.4,40.8,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:20:45+00:00,718,56.2,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:21:07+00:00,719,56.2,28.4,40.8,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:21:29+00:00,720,55.7,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:21:50+00:00,721,56.2,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:22:12+00:00,722,55.7,28.3,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:22:33+00:00,723,56.2,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:22:55+00:00,724,55.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:23:17+00:00,725,55.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:23:38+00:00,726,56.8,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:24:00+00:00,727,57,28.3,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:24:22+00:00,728,58.7,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:24:44+00:00,729,57.6,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:25:06+00:00,730,58,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:25:28+00:00,731,55.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:25:50+00:00,732,55.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:26:11+00:00,733,57.6,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:26:33+00:00,734,54.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:26:55+00:00,735,56.2,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:27:17+00:00,736,56.6,28.4,40.8,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:27:39+00:00,737,56.6,28.4,40.8,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:28:00+00:00,738,54.7,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:28:22+00:00,739,59.1,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:28:44+00:00,740,54.5,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:29:06+00:00,741,55.1,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:29:27+00:00,742,58.2,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:29:49+00:00,743,54.7,28.4,40.9,6.2,4.6,15.4,14.7,,,,
2026-07-23T11:30:11+00:00,744,57.6,28.4,40.9,6.1,4.6,15.4,14.7,,,,
2026-07-23T11:30:33+00:00,745,55.1,28.4,40.9,6.1,4.6,15.4,14.7,,,,
2026-07-23T11:30:55+00:00,746,55.1,28.4,40.9,6.1,4.6,15.4,14.7,,,,
2026-07-23T11:31:17+00:00,747,57.6,28.4,40.9,6.1,4.6,15.4,14.7,,,,
2026-07-23T11:31:39+00:00,748,22.7,27.5,21.1,7.3,0.5,5.9,5.1,,,,
